id,type,sku,name,status,featured,catalog_visibility,short_description,description,date_on_sale_from,date_on_sale_to,tax_status,tax_class,stock_status,backorders,sold_individually,weight,height,reviews_allowed,purchase_note,price,regular_price,manage_stock/stock_quantitiy,category_ids,tag_ids,shipping_class_id,attributes,attributes,default_attributes,attributes,image_id/gallery_image_ids,attributes,downloads,downloads,download_limit,download_expiry,parent_id,upsell_ids,cross_sell_ids
1,simple,863478274048,Επιλογής Νυχάκι,1,1,1,,,,,,,1,0,0,,,0,,,3.07,1000,,,,,,,,Επιλογής Νυχάκι.jpg,,,,,,,,
2,simple,878564700376,Επιλογής Γλασέ,1,1,1,,,,,,,1,0,0,,,0,,,5.07,1000,,,,,,,,Επιλογής Γλασέ.jpg,,,,,,,,
4,simple,105556529107,Crownfield Corn Flakes,1,1,1,,,,,,,1,0,0,,,0,,,4.85,1000,,,,,,,,Crownfield Corn Flakes.jpg,,,,,,,,
5,simple,364541926856,Crownfield Special Flakes,1,1,1,,,,,,,1,0,0,,,0,,,4.75,1000,,,,,,,,Crownfield Special Flakes.jpg,,,,,,,,
6,simple,399553628564,Eviva 100% Natural Orange Juice,1,1,1,,,,,,,1,0,0,,,0,,,2.66,1000,,,,,,,,Eviva 100% Natural Orange Juice.jpg,,,,,,,,
8,simple,942328115234,Combino Spaghetti,1,1,1,,,,,,,1,0,0,,,0,,,5.52,1000,,,,,,,,Combino Spaghetti.jpg,,,,,,,,
10,simple,881106881091,Γ. Χαραλάμπους Χρυσός,1,1,1,,,,,,,1,0,0,,,0,,,4.20,1000,,,,,,,,Γ. Χαραλάμπους Χρυσός.jpg,,,,,,,,
11,simple,563959236297,Επιλογής Medium Beans,1,1,1,,,,,,,1,0,0,,,0,,,3.67,1000,,,,,,,,Επιλογής Medium Beans.jpg,,,,,,,,
14,simple,700870143279,Additiva Vitamin C,1,1,1,,,,,,,1,0,0,,,0,,,2.75,1000,,,,,,,,Additiva Vitamin C.jpg,,,,,,,,
15,simple,180245976947,Sondey Πτι Μπερ,1,1,1,,,,,,,1,0,0,,,0,,,5.09,1000,,,,,,,,Sondey Πτι Μπερ.jpg,,,,,,,,
17,simple,482609931872,ΧΡΥΣΟΣ ΜΥΛΟΣ All Purpose Flour,1,1,1,,,,,,,1,0,0,,,0,,,4.42,1000,,,,,,,,ΧΡΥΣΟΣ ΜΥΛΟΣ All Purpose Flour.jpg,,,,,,,,
18,simple,709869855503,Ζωή All Purpose Flour,1,1,1,,,,,,,1,0,0,,,0,,,5.06,1000,,,,,,,,Ζωή All Purpose Flour.jpg,,,,,,,,
20,simple,880130206576,ΝΟΥΝΟΥ Ζαχαρούχο Γάλα Συμπυκνωμένο,1,1,1,,,,,,,1,0,0,,,0,,,4.21,1000,,,,,,,,ΝΟΥΝΟΥ Ζαχαρούχο Γάλα Συμπυκνωμένο.jpg,,,,,,,,
21,simple,364810716087,NAPOLI KAKAO,1,1,1,,,,,,,1,0,0,,,0,,,5.22,1000,,,,,,,,NAPOLI KAKAO.jpg,,,,,,,,
23,simple,784658183072,Dee Thai Dark Soy Sauce,1,1,1,,,,,,,1,0,0,,,0,,,4.23,1000,,,,,,,,Dee Thai Dark Soy Sauce.jpg,,,,,,,,
24,simple,550703858298,Acentino Balsamico di Modena,1,1,1,,,,,,,1,0,0,,,0,,,4.12,1000,,,,,,,,Acentino Balsamico di Modena.jpg,,,,,,,,
25,simple,698569496193,Cadbury Roses,1,1,1,,,,,,,1,0,0,,,0,,,4.76,1000,,,,,,,,Cadbury Roses.jpg,,,,,,,,
26,simple,937232599256,Pril Original,1,1,1,,,,,,,1,0,0,,,0,,,2.31,1000,,,,,,,,Pril Original.jpg,,,,,,,,
27,simple,321867484440,Cadbury Roses,1,1,1,,,,,,,1,0,0,,,0,,,2.69,1000,,,,,,,,Cadbury Roses.jpg,,,,,,,,
31,simple,449921755279,Saint Nicholas Water,1,1,1,,,,,,,1,0,0,,,0,,,3.64,1000,,,,,,,,Saint Nicholas Water.jpg,,,,,,,,
32,simple,797428541798,Kykkos Water,1,1,1,,,,,,,1,0,0,,,0,,,5.30,1000,,,,,,,,Kykkos Water.jpg,,,,,,,,
34,simple,485318875445,Maggi Μανιταρόσουπα,1,1,1,,,,,,,1,0,0,,,0,,,5.42,1000,,,,,,,,Maggi Μανιταρόσουπα.jpg,,,,,,,,
36,simple,811265851565,Carlsberg Beer,1,1,1,,,,,,,1,0,0,,,0,,,2.69,1000,,,,,,,,Carlsberg Beer.jpg,,,,,,,,
37,simple,139810390911,Baco Zip-n-seal Resealable food and freezer bags,1,1,1,,,,,,,1,0,0,,,0,,,3.92,1000,,,,,,,,Baco Zip-n-seal Resealable food and freezer bags.jpg,,,,,,,,
38,simple,801162818744,Douwe Egberts Instant Coffee Smooth Caramel,1,1,1,,,,,,,1,0,0,,,0,,,3.04,1000,,,,,,,,Douwe Egberts Instant Coffee Smooth Caramel.jpg,,,,,,,,
39,simple,872751531743,Athienitis Lentils,1,1,1,,,,,,,1,0,0,,,0,,,3.03,1000,,,,,,,,Athienitis Lentils.jpg,,,,,,,,
40,simple,829223672035,AMALIA Natural Rose cordial,1,1,1,,,,,,,1,0,0,,,0,,,5.19,1000,,,,,,,,AMALIA Natural Rose cordial.jpg,,,,,,,,
41,simple,538690624605,Nobel Anise Seeds,1,1,1,,,,,,,1,0,0,,,0,,,3.63,1000,,,,,,,,Nobel Anise Seeds.jpg,,,,,,,,
42,simple,610620146200,Tchibo Gold Selection rich &amp; intense instant coffee,1,1,1,,,,,,,1,0,0,,,0,,,4.48,1000,,,,,,,,Tchibo Gold Selection rich &amp; intense instant coffee.jpg,,,,,,,,
43,simple,939987591685,SODAP Arsinoe 62 White Wine,1,1,1,,,,,,,1,0,0,,,0,,,4.22,1000,,,,,,,,SODAP Arsinoe 62 White Wine.jpg,,,,,,,,
44,simple,991430278909,Uncle Ben&#x27;s Sweet and Sour with Pineapple,1,1,1,,,,,,,1,0,0,,,0,,,4.97,1000,,,,,,,,Uncle Ben&#x27;s Sweet and Sour with Pineapple.jpg,,,,,,,,
45,simple,754768231613,Agios Onoufrios Red Wine,1,1,1,,,,,,,1,0,0,,,0,,,5.50,1000,,,,,,,,Agios Onoufrios Red Wine.jpg,,,,,,,,
46,simple,125195221441,AMALIA Almond cordial,1,1,1,,,,,,,1,0,0,,,0,,,5.80,1000,,,,,,,,AMALIA Almond cordial.jpg,,,,,,,,
47,simple,732995645338,Frico Unsalted Butter,1,1,1,,,,,,,1,0,0,,,0,,,2.81,1000,,,,,,,,Frico Unsalted Butter.jpg,,,,,,,,
48,simple,971849407885,Tia Maria Tia Maria,1,1,1,,,,,,,1,0,0,,,0,,,3.53,1000,,,,,,,,Tia Maria Tia Maria.jpg,,,,,,,,
49,simple,700340862398,Remia Sunflower Margarine Light,1,1,1,,,,,,,1,0,0,,,0,,,3.75,1000,,,,,,,,Remia Sunflower Margarine Light.jpg,,,,,,,,
50,simple,577156823875,VINOS Ouzo Classic,1,1,1,,,,,,,1,0,0,,,0,,,4.43,1000,,,,,,,,VINOS Ouzo Classic.jpg,,,,,,,,
51,simple,815185420859,KEO White Wine,1,1,1,,,,,,,1,0,0,,,0,,,6.57,1000,,,,,,,,KEO White Wine.jpg,,,,,,,,
52,simple,194177458221,White Horse Scotch Whiskey,1,1,1,,,,,,,1,0,0,,,0,,,5.45,1000,,,,,,,,White Horse Scotch Whiskey.jpg,,,,,,,,
53,simple,909980690949,CONAL Aloe Vera Conditioner,1,1,1,,,,,,,1,0,0,,,0,,,4.56,1000,,,,,,,,CONAL Aloe Vera Conditioner.jpg,,,,,,,,
54,simple,526250369400,Somat Rinse Aid,1,1,1,,,,,,,1,0,0,,,0,,,3.76,1000,,,,,,,,Somat Rinse Aid.jpg,,,,,,,,
55,simple,882295071039,AROXOL mec instant cockroach and ant,1,1,1,,,,,,,1,0,0,,,0,,,4.18,1000,,,,,,,,AROXOL mec instant cockroach and ant.jpg,,,,,,,,
56,simple,999471221412,AROXOL mec instant cockroach and ant,1,1,1,,,,,,,1,0,0,,,0,,,4.83,1000,,,,,,,,AROXOL mec instant cockroach and ant.jpg,,,,,,,,
57,simple,370807244031,AROXOL flies and mosquito,1,1,1,,,,,,,1,0,0,,,0,,,4.19,1000,,,,,,,,AROXOL flies and mosquito.jpg,,,,,,,,
58,simple,275876359597,AZAX Professional Salt &amp; Oils,1,1,1,,,,,,,1,0,0,,,0,,,4.32,1000,,,,,,,,AZAX Professional Salt &amp; Oils.jpg,,,,,,,,
59,simple,367187334323,AZAX Ultra Surface,1,1,1,,,,,,,1,0,0,,,0,,,3.74,1000,,,,,,,,AZAX Ultra Surface.jpg,,,,,,,,
60,simple,934055445411,Pril Double Action,1,1,1,,,,,,,1,0,0,,,0,,,4.46,1000,,,,,,,,Pril Double Action.jpg,,,,,,,,
61,simple,287893708436,Pril Exotic,1,1,1,,,,,,,1,0,0,,,0,,,6.12,1000,,,,,,,,Pril Exotic.jpg,,,,,,,,
62,simple,440507779849,ines Citrus Fresh,1,1,1,,,,,,,1,0,0,,,0,,,5.40,1000,,,,,,,,ines Citrus Fresh.jpg,,,,,,,,
63,simple,466451081302,natures aid Complete Multi-vitamins,1,1,1,,,,,,,1,0,0,,,0,,,4.08,1000,,,,,,,,natures aid Complete Multi-vitamins.jpg,,,,,,,,
64,simple,768600142863,Strepsils Honey &amp; Lemon,1,1,1,,,,,,,1,0,0,,,0,,,4.14,1000,,,,,,,,Strepsils Honey &amp; Lemon.jpg,,,,,,,,
65,simple,309719508763,HALLS Cinammon Flavour,1,1,1,,,,,,,1,0,0,,,0,,,4.29,1000,,,,,,,,HALLS Cinammon Flavour.jpg,,,,,,,,
35,simple,157668684907,7 up 7 up free,1,1,1,,,,,,,1,0,0,,,0,,,3.87,1000,,,,,,,,7 up 7 up free.jpg,,,,,,,,
30,simple,180726323150,Maggi Νοστιμιά,1,1,1,,,,,,,1,0,0,,,0,,,3.55,1000,,,,,,,,Maggi Νοστιμιά.jpg,,,,,,,,
7,simple,607270701205,Eviva 100% Natural Apple Juice,1,1,1,,,,,,,1,0,0,,,0,,,4.29,1000,,,,,,,,Eviva 100% Natural Apple Juice.jpg,,,,,,,,
3,simple,597425865134,3A Παρπόιλτ,1,1,1,,,,,,,1,0,0,,,0,,,4.19,1000,,,,,,,,3A Παρπόιλτ.jpg,,,,,,,,
9,simple,460759396048,Combino Fusili Tricolore,1,1,1,,,,,,,1,0,0,,,0,,,4.96,1000,,,,,,,,Combino Fusili Tricolore.jpg,,,,,,,,
12,simple,575996965854,Panadol Panadol,1,1,1,,,,,,,1,0,0,,,0,,,3.28,1000,,,,,,,,Panadol Panadol.jpg,,,,,,,,
13,simple,254321470293,Actifed Actifed Syrup,1,1,1,,,,,,,1,0,0,,,0,,,4.06,1000,,,,,,,,Actifed Actifed Syrup.jpg,,,,,,,,
16,simple,786066105904,ΑΔΕΛΦΟΙ ΚΑΖΑΖΗ Χωριάτικο Αλεύρι,1,1,1,,,,,,,1,0,0,,,0,,,3.90,1000,,,,,,,,ΑΔΕΛΦΟΙ ΚΑΖΑΖΗ Χωριάτικο Αλεύρι.jpg,,,,,,,,
19,simple,631685186175,KEO Ζιβανία,1,1,1,,,,,,,1,0,0,,,0,,,5.15,1000,,,,,,,,KEO Ζιβανία.jpg,,,,,,,,
22,simple,761973472610,3A Πλυμένα Ρεβύθια,1,1,1,,,,,,,1,0,0,,,0,,,5.51,1000,,,,,,,,3A Πλυμένα Ρεβύθια.jpg,,,,,,,,
28,simple,871914200408,quickpack Cling Film,1,1,1,,,,,,,1,0,0,,,0,,,4.44,1000,,,,,,,,quickpack Cling Film.jpg,,,,,,,,
29,simple,840793865865,Sure Food Φυτική,1,1,1,,,,,,,1,0,0,,,0,,,3.92,1000,,,,,,,,Sure Food Φυτική.jpg,,,,,,,,
33,simple,771004747980,Χαραλαμπίδης-Κρίστης φρέσκο γάλα 0%,1,1,1,,,,,,,1,0,0,,,0,,,5.73,1000,,,,,,,,Χαραλαμπίδης-Κρίστης φρέσκο γάλα 0%.jpg,,,,,,,,
