id,type,sku,name,status,featured,catalog_visibility,short_description,description,date_on_sale_from,date_on_sale_to,tax_status,tax_class,stock_status,backorders,sold_individually,weight,height,reviews_allowed,purchase_note,price,regular_price,manage_stock/stock_quantitiy,category_ids,tag_ids,shipping_class_id,attributes,attributes,default_attributes,attributes,image_id/gallery_image_ids,attributes,downloads,downloads,download_limit,download_expiry,parent_id,upsell_ids,cross_sell_ids
1,simple,,Επιλογής Νυχάκι,1,0,visible,,,,,taxable,,1,0,0,,,0,,,3.13,1000,,,,,,,,/wordpress/wp-content/uploads/2016/09/3aparpoilt.jpg,,,,,,,,
2,simple,,Επιλογής Γλασέ,1,0,visible,,,,,taxable,,1,0,0,,,0,,,5.66,1000,,,,,,,,/wordpress/wp-content/uploads/2016/09/3aparpoilt.jpg,,,,,,,,
4,simple,,Crownfield Corn Flakes,1,0,visible,,,,,taxable,,1,0,0,,,0,,,2.57,1000,,,,,,,,/wordpress/wp-content/uploads/2016/09/3aparpoilt.jpg,,,,,,,,
5,simple,,Crownfield Special Flakes,1,0,visible,,,,,taxable,,1,0,0,,,0,,,5.25,1000,,,,,,,,/wordpress/wp-content/uploads/2016/09/3aparpoilt.jpg,,,,,,,,
6,simple,,Eviva 100% Natural Orange Juice,1,0,visible,,,,,taxable,,1,0,0,,,0,,,3.21,1000,,,,,,,,/wordpress/wp-content/uploads/2016/09/3aparpoilt.jpg,,,,,,,,
8,simple,,Combino Spaghetti,1,0,visible,,,,,taxable,,1,0,0,,,0,,,4.88,1000,,,,,,,,/wordpress/wp-content/uploads/2016/09/3aparpoilt.jpg,,,,,,,,
10,simple,,Γ. Χαραλάμπους Χρυσός,1,0,visible,,,,,taxable,,1,0,0,,,0,,,4.19,1000,,,,,,,,/wordpress/wp-content/uploads/2016/09/3aparpoilt.jpg,,,,,,,,
11,simple,,Επιλογής Medium Beans,1,0,visible,,,,,taxable,,1,0,0,,,0,,,5.28,1000,,,,,,,,/wordpress/wp-content/uploads/2016/09/3aparpoilt.jpg,,,,,,,,
14,simple,,Additiva Vitamin C,1,0,visible,,,,,taxable,,1,0,0,,,0,,,4.15,1000,,,,,,,,/wordpress/wp-content/uploads/2016/09/3aparpoilt.jpg,,,,,,,,
15,simple,,Sondey Πτι Μπερ,1,0,visible,,,,,taxable,,1,0,0,,,0,,,4.60,1000,,,,,,,,/wordpress/wp-content/uploads/2016/09/3aparpoilt.jpg,,,,,,,,
17,simple,,ΧΡΥΣΟΣ ΜΥΛΟΣ All Purpose Flour,1,0,visible,,,,,taxable,,1,0,0,,,0,,,3.11,1000,,,,,,,,/wordpress/wp-content/uploads/2016/09/3aparpoilt.jpg,,,,,,,,
18,simple,,Ζωή All Purpose Flour,1,0,visible,,,,,taxable,,1,0,0,,,0,,,4.17,1000,,,,,,,,/wordpress/wp-content/uploads/2016/09/3aparpoilt.jpg,,,,,,,,
20,simple,,ΝΟΥΝΟΥ Ζαχαρούχο Γάλα Συμπυκνωμένο,1,0,visible,,,,,taxable,,1,0,0,,,0,,,5.25,1000,,,,,,,,/wordpress/wp-content/uploads/2016/09/3aparpoilt.jpg,,,,,,,,
21,simple,,NAPOLI KAKAO,1,0,visible,,,,,taxable,,1,0,0,,,0,,,3.76,1000,,,,,,,,/wordpress/wp-content/uploads/2016/09/3aparpoilt.jpg,,,,,,,,
23,simple,,Dee Thai Dark Soy Sauce,1,0,visible,,,,,taxable,,1,0,0,,,0,,,3.12,1000,,,,,,,,/wordpress/wp-content/uploads/2016/09/3aparpoilt.jpg,,,,,,,,
24,simple,,Acentino Balsamico di Modena,1,0,visible,,,,,taxable,,1,0,0,,,0,,,2.22,1000,,,,,,,,/wordpress/wp-content/uploads/2016/09/3aparpoilt.jpg,,,,,,,,
25,simple,,Cadbury Roses,1,0,visible,,,,,taxable,,1,0,0,,,0,,,5.72,1000,,,,,,,,/wordpress/wp-content/uploads/2016/09/3aparpoilt.jpg,,,,,,,,
26,simple,,Pril Original,1,0,visible,,,,,taxable,,1,0,0,,,0,,,5.47,1000,,,,,,,,/wordpress/wp-content/uploads/2016/09/3aparpoilt.jpg,,,,,,,,
27,simple,,Cadbury Roses,1,0,visible,,,,,taxable,,1,0,0,,,0,,,5.10,1000,,,,,,,,/wordpress/wp-content/uploads/2016/09/3aparpoilt.jpg,,,,,,,,
